,no,type,date,time,address,lat,lng,dist,year,times,totalSurv,month
164,810,住宅竊盜,1050403,13~15,台北市萬華區青年路31~60號,25.0254958,121.5046556,萬華區,105,32,44,4
165,811,住宅竊盜,1050403,13~15,台北市萬華區青年路31~60號,25.0254958,121.5046556,萬華區,105,32,44,4
166,812,住宅竊盜,1050403,16~18,台北市北投區榮華里富貴一路1巷1~30號,25.1140843,121.5238046,北投區,105,23,0,4
167,813,住宅竊盜,1050403,19~21,台北市萬華區廣州街61~90號,25.0364893,121.5025694,萬華區,105,30,67,4
168,814,住宅竊盜,1050404,07~09,台北市北投區中央里中央南路一段102巷1~30號,25.131082,121.500088,北投區,105,16,112,4
169,815,住宅竊盜,1050404,10~12,台北市北投區石牌里明德路67巷1~30號,25.1084302,121.5182688,北投區,105,15,2,4
170,816,住宅竊盜,1050405,22~24,台北市大安區錦泰里7鄰杭州南路二段61巷1~30號,25.0303916,121.5223252,大安區,105,24,57,4
171,817,住宅竊盜,1050406,16~18,台北市大同區景星里迪化街2段61 ~ 90號,25.0655341,121.5094466,大同區,105,15,293,4
172,818,住宅竊盜,1050407,07~09,台北市文山區興旺里10鄰福興路4巷7弄1~30號,25.0039003,121.5520159,文山區,105,6,4,4
173,819,住宅竊盜,1050407,10~12,台北市中正區南門里延平南路181~210號,25.0342563,121.5075713,中正區,105,35,92,4
174,820,住宅竊盜,1050407,13~15,台北市大同區蓬萊里大龍街181~210號,25.069009,121.516003,大同區,105,20,338,4
175,821,住宅竊盜,1050408,13~15,台北市大同區光能里寧夏路31~60號,25.0567183,121.515374,大同區,105,21,226,4
176,823,住宅竊盜,1050408,19~21,台北市松山區民生東路三段112巷7弄1~30號,25.056694,121.546333,松山區,105,15,90,4
177,822,住宅竊盜,1050408,19~21,台北市南港區舊莊里合順街8巷5弄31~60號,25.04224,121.619349,南港區,105,10,2,4
178,824,住宅竊盜,1050409,19~21,台北市萬華區新和里19鄰中華路二段416巷61~90號,25.0275063,121.5030806,萬華區,105,39,52,4
179,825,住宅竊盜,1050410,01~03,台北市文山區華興里24鄰富山路1~30號,24.988767,121.552995,文山區,105,9,9,4
180,826,住宅竊盜,1050410,16~18,台北市松山區南京東路五段391~420號,25.0515093,121.5693895,松山區,105,27,126,4
181,827,住宅竊盜,1050410,22~24,台北市內湖區康寧路三段99巷10弄1~30號,25.0723414,121.6105088,內湖區,105,18,2,4
182,828,住宅竊盜,1050411,19~21,台北市內湖區成功路三段91~120號,25.0786078,121.589824,內湖區,105,13,0,4
183,829,住宅竊盜,1050413,19~21,台北市士林區福華里12鄰承德路四段40巷121~150號,25.081763,121.520467,士林區,105,13,143,4
184,831,住宅竊盜,1050414,01~03,台北市松山區寶清街1~30號,25.0496729,121.5691247,松山區,105,28,139,4
185,830,住宅竊盜,1050414,01~03,台北市中山區松江路37巷1~30號,25.0476381,121.5333815,中山區,105,14,109,4
186,832,住宅竊盜,1050414,07~09,台北市文山區興業里興隆路2段181 ~ 210號,25.0013549,121.552199,文山區,105,5,2,4
187,833,住宅竊盜,1050414,19~21,台北市士林區社子里中正路601~630號,25.086769,121.508438,士林區,105,18,157,4
188,835,住宅竊盜,1050415,10~12,台北市大安區光信里光復南路451 ~ 480號,25.0351258,121.5573928,大安區,105,39,51,4
189,834,住宅竊盜,1050415,10~12,台北市大安區古風里師大路31~60號,25.0245266,121.528199,大安區,105,15,65,4
190,836,住宅竊盜,1050416,01~03,台北市士林區聖山里15鄰德行東路190巷6弄1~30號,25.1077034,121.5313827,士林區,105,23,10,4
191,837,住宅竊盜,1050416,07~09,台北市北投區湖山里紗帽路1~30號,25.139911,121.533058,北投區,105,2,5,4
192,838,住宅竊盜,1050416,22~24,台北市中正區永昌里汀州路一段242巷1~30號,25.0272215,121.5102955,中正區,105,34,90,4
193,839,住宅竊盜,1050418,22~24,台北市中正區永功里汀州路1段312巷1 ~ 30號,25.0259702,121.5119463,中正區,105,29,77,4
194,840,住宅竊盜,1050419,01~03,台北市中正區永昌里汀州路一段211~240號,25.0273402,121.5101562,中正區,105,33,91,4
195,843,住宅竊盜,1050419,19~21,台北市北投區永明里立農街二段202巷2弄1~30號,25.1180993,121.51405,北投區,105,20,3,4
196,842,住宅竊盜,1050419,19~21,台北市大同區永樂里民樂街1~30號,25.054353,121.510307,大同區,105,17,185,4
197,841,住宅竊盜,1050419,19~21,台北市文山區萬盛里羅斯福路五段53巷1~30號,25.0068444,121.5393967,文山區,105,9,34,4
199,845,住宅竊盜,1050420,19~21,台北市中正區永昌里汀州路一段242巷1~30號,25.0272215,121.5102955,中正區,105,34,90,4
200,846,住宅竊盜,1050421,01~03,台北市中山區民權東路二段135巷1~30號,25.0633209,121.5350811,中山區,105,38,190,4
201,847,住宅竊盜,1050421,16~18,台北市北投區永和里行義路140巷1~30號,25.129682,121.528045,北投區,105,9,0,4
202,848,住宅竊盜,1050423,04~06,台北市北投區文化里文化三路61~90號,25.1394116,121.4981165,北投區,105,19,125,4
203,849,住宅竊盜,1050424,04~06,台北市中正區頂東里晉江街124巷8弄1~30號,25.021838,121.5250716,中正區,105,19,64,4
204,850,住宅竊盜,1050424,07~09,台北市南港區百福里福德街339巷5弄1 ~ 30號,25.0385909,121.5900619,南港區,105,16,0,4
205,851,住宅竊盜,1050424,10~12,台北市信義區六藝里永吉路180巷70弄1 ~ 30號,25.0431834,121.570373,信義區,105,19,40,4
206,852,住宅竊盜,1050425,04~06,台北市中山區農安街1 ~ 30號,25.065211,121.5293055,中山區,105,38,208,4
207,853,住宅竊盜,1050425,10~12,台北市大安區仁愛里大安路一段106巷1~30號,25.0396433,121.5462231,大安區,105,20,80,4
208,854,住宅竊盜,1050425,10~12,台北市萬華區環河南路2段271 ~ 300號,25.031456,121.490665,萬華區,105,17,6,4
209,856,住宅竊盜,1050425,22~24,台北市北投區東華里立農街2段151 ~ 180號,25.123002,121.513702,北投區,105,15,14,4
210,857,住宅竊盜,1050425,22~24,台北市北投區東華里立農街2段151 ~ 180號,25.123002,121.513702,北投區,105,15,14,4
211,855,住宅竊盜,1050425,22~24,台北市松山區慶城街31~60號,25.054026,121.545534,松山區,105,16,137,4
212,858,住宅竊盜,1050426,04~06,台北市萬華區萬大路277巷31~60號,25.0254234,121.5017454,萬華區,105,37,39,4
213,859,住宅竊盜,1050426,13~15,台北市中山區吉林路161巷1~30號,25.0590072,121.5309119,中山區,105,43,202,4
214,861,住宅竊盜,1050427,04~06,台北市中山區林森北路119巷31~60號,25.0505507,121.5262629,中山區,105,24,98,4
215,860,住宅竊盜,1050427,04~06,台北市信義區大道里忠孝東路五段790巷25弄1~30號,25.0424718,121.5828219,信義區,105,23,7,4
216,862,住宅竊盜,1050427,07~09,台北市內湖區行善路361~390號,25.0638906,121.5853986,內湖區,105,14,0,4
217,863,住宅竊盜,1050427,13~15,台北市大同區玉泉里忠孝西路二段1~30號,25.0482396,121.5082797,大同區,105,18,171,4
218,865,住宅竊盜,1050427,16~18,台北市南港區重陽里向陽路258巷,25.0583266,121.5950937,南港區,105,12,0,4
219,864,住宅竊盜,1050427,16~18,台北市大安區仁愛里大安路一段96巷1~30號,25.0407239,121.545759,大安區,105,19,93,4
220,866,住宅竊盜,1050429,19~21,台北市中正區永昌里中華路二段381巷1~30號,25.0265755,121.5078696,中正區,105,33,73,4
221,867,住宅竊盜,1050430,10~12,台北市大同區斯文里承德路三段61~90號,25.0663286,121.5181052,大同區,105,25,370,4
222,868,住宅竊盜,1050501,10~12,台北市大安區臥龍街151~180號,25.0183074,121.5509061,大安區,105,12,130,5
223,869,住宅竊盜,1050501,22~24,台北市大安區正聲里03鄰光復南路260巷31~60號,25.0401451,121.5560157,大安區,105,29,131,5
224,870,住宅竊盜,1050502,10~12,台北市大同區朝陽里南京西路344巷31~60號,25.0529685,121.5122424,大同區,105,19,213,5
225,871,住宅竊盜,1050502,13~15,台北市松山區敦化北路145巷18弄1~30號,25.053503,121.550349,松山區,105,11,149,5
226,872,住宅竊盜,1050503,19~21,台北市大安區敦煌里信義路四段265巷20弄1~30號,25.0345536,121.5543984,大安區,105,38,49,5
227,873,住宅竊盜,1050505,13~15,台北市大同區斯文里承德路三段61~90號,25.0663286,121.5181052,大同區,105,25,370,5
228,874,住宅竊盜,1050506,01~03,台北市南港區東新里興南街64巷26弄1 ~ 30號,25.0548991,121.6012955,南港區,105,9,3,5
229,876,住宅竊盜,1050508,07~09,台北市內湖區安泰街31~60號,25.0735706,121.6182154,內湖區,105,18,2,5
230,875,住宅竊盜,1050508,07~09,台北市大同區星明里太原路175巷1~30號,25.055896,121.517093,大同區,105,32,215,5
231,877,住宅竊盜,1050508,19~21,台北市大安區龍圖里建國南路2段79巷1 ~ 30號,25.0309495,121.5382768,大安區,105,12,43,5
232,878,住宅竊盜,1050509,19~21,台北市中山區大直街52巷1~30號,25.082533,121.546126,中山區,105,4,0,5
233,879,住宅竊盜,1050510,13~15,台北市士林區舊佳里11鄰前街61~90號,25.0983138,121.5261883,士林區,105,9,97,5
234,880,住宅竊盜,1050510,19~21,台北市萬華區萬大路71巷31~60號,25.0307549,121.5016108,萬華區,105,43,57,5
235,881,住宅竊盜,1050511,22~24,台北市大安區光信里仁愛路四段408巷1~30號,25.035322,121.554564,大安區,105,39,49,5
236,882,住宅竊盜,1050512,01~03,台北市大安區建倫里忠孝東路4段170巷17弄1 ~ 30號,25.0400232,121.5508746,大安區,105,32,121,5
237,883,住宅竊盜,1050512,10~12,台北市文山區忠順里014鄰興隆路4段145巷83弄1 ~ 30號,24.9851891,121.5619975,文山區,105,16,58,5
238,884,住宅竊盜,1050512,16~18,台北市文山區興家里27鄰興隆路三段185巷7弄1~30號,24.9955854,121.5614762,文山區,105,5,44,5
239,885,住宅竊盜,1050513,07~09,台北市中山區新生北路二段61~90號,25.0613244,121.5296175,中山區,105,45,239,5
240,886,住宅竊盜,1050513,16~18,台北市大安區住安里信義路四段1~30號,25.0330113,121.5454284,大安區,105,29,27,5
241,887,住宅竊盜,1050513,16~18,台北市萬華區西園路二段241~270號,25.0264692,121.4934782,萬華區,105,28,6,5
242,888,住宅竊盜,1050513,16~18,台北市萬華區青年路152巷1~30號,25.0209749,121.5021641,萬華區,105,22,9,5
243,889,住宅竊盜,1050513,22~24,台北市萬華區中華路二段416巷61~90號,25.0267642,121.5031259,萬華區,105,38,47,5
244,890,住宅竊盜,1050514,13~15,台北市士林區天和里天母東路107巷1~30號,25.1187026,121.5367299,士林區,105,16,0,5
245,891,住宅竊盜,1050515,01~03,台北市中正區龍光里和平西路二段1~30號,25.0286917,121.5136586,中正區,105,32,100,5
246,892,住宅竊盜,1050515,10~12,台北市中山區新生北路二段91~120號,25.057841,121.5271758,中山區,105,44,187,5
247,893,住宅竊盜,1050515,19~21,台北市大同區鄰江里酒泉街241~270號,25.0721495,121.5096567,大同區,105,13,248,5
248,894,住宅竊盜,1050518,19~21,台北市萬華區康定路278巷17弄,25.0395722,121.5019266,萬華區,105,24,54,5
249,895,住宅竊盜,1050520,01~03,台北市內湖區內溝里康樂街201巷1~30號,25.0763074,121.6226305,內湖區,105,13,1,5
250,896,住宅竊盜,1050520,16~18,台北市萬華區寶興街80巷31~60號,25.025444,121.4937235,萬華區,105,26,8,5
251,897,住宅竊盜,1050521,04~06,台北市北投區開明里翠雲街26巷1~30號,25.144214,121.506524,北投區,105,9,61,5
252,898,住宅竊盜,1050521,04~06,台北市中山區民權東路二段135巷1~30號,25.0633209,121.5350811,中山區,105,38,190,5
253,899,住宅竊盜,1050522,07~09,台北市大同區保安里哈密街59巷38弄31~60號,25.0741249,121.5149807,大同區,105,17,269,5
254,900,住宅竊盜,1050522,13~15,台北市士林區福志里幸福街5巷1~30號,25.0966313,121.5282491,士林區,105,7,104,5
255,901,住宅竊盜,1050524,13~15,台北市內湖區港富里13鄰港墘路37巷1~30號,25.0822659,121.5785903,內湖區,105,12,0,5
256,902,住宅竊盜,1050526,16~18,台北市北投區永和里行義路241~270號,25.13445,121.528537,北投區,105,3,2,5
257,903,住宅竊盜,1050528,22~24,台北市文山區木新里15鄰木新路二段66巷1~30號,24.987622,121.570813,文山區,105,9,56,5
258,904,住宅竊盜,1050530,10~12,台北市南港區鴻福里玉成街235巷23弄1 ~ 30號,25.0430491,121.5857591,南港區,105,23,1,5
259,905,住宅竊盜,1050530,13~15,台北市大安區臨江里通化街39巷50弄1~30號,25.0281944,121.5546318,大安區,105,37,91,5
260,906,住宅竊盜,1050531,01~03,台北市南港區東新里興南街61~90號,25.0559759,121.600545,南港區,105,9,2,5
261,907,住宅竊盜,1050601,13~15,台北市北投區東華里立農街2段151~180號,25.123002,121.513702,北投區,105,15,14,6
263,909,住宅竊盜,1050602,13~15,台北市士林區福華里承德路四段40巷1~30號,25.0809179,121.522201,士林區,105,11,120,6
264,910,住宅竊盜,1050603,13~15,台北市大安區法治里樂利路11巷1~30號,25.0282848,121.5524325,大安區,105,37,94,6
265,911,住宅竊盜,1050603,13~15,台北市文山區景行里21鄰景興路238巷1~30號,24.990607,121.542867,文山區,105,9,10,6
266,912,住宅竊盜,1050604,07~09,台北市中正區黎明里重慶南路1段1 ~ 30號,25.0457944,121.5131252,中正區,105,17,159,6
267,913,住宅竊盜,1050604,10~12,台北市松山區新中街6巷1 ~ 30號,25.0582717,121.5606811,松山區,105,21,82,6
268,914,住宅竊盜,1050605,07~09,台北市士林區葫東里葫東街1~30號,25.083567,121.5112049,士林區,105,20,164,6
269,915,住宅竊盜,1050605,22~24,台北市信義區安康里松勇路31~60號,25.0368853,121.5700912,信義區,105,10,7,6
270,916,住宅竊盜,1050606,01~03,台北市大同區至聖里重慶北路三段223巷31~60號,25.0706194,121.5152177,大同區,105,18,316,6
271,917,住宅竊盜,1050606,04~06,台北市文山區興豐里景豐街48巷11弄1~30號,25.0014573,121.5462828,文山區,105,14,2,6
272,918,住宅竊盜,1050606,07~09,台北市士林區三玉里忠誠路二段76巷1~30號,25.1118005,121.5304785,士林區,105,33,3,6
273,919,住宅竊盜,1050606,10~12,台北市士林區延平北路五段136巷31~60號,25.0823432,121.511771,士林區,105,21,176,6
274,920,住宅竊盜,1050608,13~15,台北市北投區永和里行義路17巷1 ~ 30號,25.125028,121.526184,北投區,105,19,0,6
275,921,住宅竊盜,1050609,07~09,台北市內湖區康樂街136巷29弄31~60號,25.072837,121.617992,內湖區,105,19,2,6
276,922,住宅竊盜,1050609,13~15,台北市大安區住安里四維路124巷1~30號,25.0318503,121.5478463,大安區,105,36,35,6
277,924,住宅竊盜,1050609,22~24,台北市北投區東華里立農街2段151 ~ 180號,25.123002,121.513702,北投區,105,15,14,6
278,923,住宅竊盜,1050609,22~24,台北市北投區東華里立農街二段151~180號,25.1192968,121.5149626,北投區,105,21,4,6
279,925,住宅竊盜,1050610,13~15,台北市萬華區大理街160巷11弄1~30號,25.0321164,121.4937201,萬華區,105,22,6,6
280,926,住宅竊盜,1050611,10~12,台北市中正區忠勤里惠安街31~60號,25.029376,121.5069657,中正區,105,36,85,6
281,927,住宅竊盜,1050611,13~15,台北市文山區樟林里014鄰木新路3段241 ~ 270號,24.9811148,121.5588586,文山區,105,11,7,6
282,928,住宅竊盜,1050612,04~06,台北市北投區智仁里中和街507巷6弄1~30號,25.1446761,121.4940272,北投區,105,14,70,6
283,929,住宅竊盜,1050612,16~18,台北市士林區蘭興里克強路10巷4弄1~30號,25.109287,121.5246091,士林區,105,29,4,6
284,931,住宅竊盜,1050613,16~18,台北市北投區永欣里石牌路二段331巷1~30號,25.12276,121.5240059,北投區,105,17,0,6
285,930,住宅竊盜,1050613,16~18,台北市文山區景慶里溪口街31~60號,24.994555,121.540269,文山區,105,13,10,6
286,932,住宅竊盜,1050614,01~03,台北市北投區中庸里大同街208巷1~30號,25.1383893,121.4994745,北投區,105,22,133,6
287,933,住宅竊盜,1050614,01~03,台北市中正區新營里林森南路121~150號,25.0332459,121.5183242,中正區,105,17,59,6
288,935,住宅竊盜,1050614,19~21,台北市南港區南港里興中路61 ~ 90號,25.0567315,121.6069894,南港區,105,9,2,6
289,934,住宅竊盜,1050614,19~21,台北市南港區南港里興中路61~90號,25.0567315,121.6069894,南港區,105,9,2,6
290,936,住宅竊盜,1050615,07~09,台北市大安區龍雲里大安路二段151~180號,25.0285505,121.5461622,大安區,105,28,84,6
291,937,住宅竊盜,1050616,10~12,台北市文山區博嘉里010鄰和平東路四段361~390號,24.9999007,121.5738901,文山區,105,4,2,6
292,939,住宅竊盜,1050617,07~09,台北市南港區南港里興中路28巷31~60號,25.055555,121.606212,南港區,105,10,2,6
293,938,住宅竊盜,1050617,07~09,台北市南港區中研里研究院路二段2巷12弄1~30號,25.048193,121.614743,南港區,105,11,1,6
294,940,住宅竊盜,1050618,07~09,台北市士林區福志里與農路49巷1~30號,25.0986765,121.5326079,士林區,105,12,59,6
295,941,住宅竊盜,1050618,13~15,台北市北投區東華里立農街2段151 ~ 180號,25.123002,121.513702,北投區,105,15,14,6
296,942,住宅竊盜,1050619,07~09,台北市文山區華興里002鄰試院路144巷4弄1 ~ 30號,24.9905928,121.5477583,文山區,105,10,1,6
297,943,住宅竊盜,1050619,19~21,台北市北投區中央北路4段391 ~ 420號,25.1294939,121.4714909,北投區,105,1,39,6
298,944,住宅竊盜,1050620,19~21,台北市內湖區康寧路一段214巷1~30號,25.078256,121.595349,內湖區,105,9,0,6
299,945,住宅竊盜,1050621,13~15,台北市大安區新龍里瑞安街208巷78弄1~30號,25.0308633,121.5403663,大安區,105,13,57,6
300,946,住宅竊盜,1050621,22~24,台北市大安區通化里信義路4段378巷1~30號,25.0325329,121.5556591,大安區,105,39,43,6
301,948,住宅竊盜,1050622,01~03,台北市中山區林森北路310巷1~30號,25.0562092,121.5243368,中山區,105,40,157,6
302,947,住宅竊盜,1050622,01~03,台北市中山區林森北路310巷1~30號,25.0562092,121.5243368,中山區,105,40,157,6
303,950,住宅竊盜,1050623,07~09,台北市士林區天母里中山北路7段190巷91 ~ 120號,25.129271,121.539709,士林區,105,6,0,6
304,949,住宅竊盜,1050623,07~09,台北市大同區重慶北路3段271 ~ 300號,25.0722368,121.5140671,大同區,105,16,282,6
305,951,住宅竊盜,1050624,04~06,台北市萬華區西藏路181 ~ 210號,25.029291,121.500867,萬華區,105,44,51,6
306,952,住宅竊盜,1050624,19~21,台北市內湖區康寧路三段75巷186弄121~150號,25.0754461,121.61336,內湖區,105,17,2,6
307,953,住宅竊盜,1050625,04~06,台北市內湖區行善路25巷40弄1~30號,25.0558875,121.5745177,內湖區,105,19,73,6
308,954,住宅竊盜,1050625,07~09,台北市士林區聖山里忠誠路一段151~180號,25.1066166,121.5300736,士林區,105,24,20,6
309,955,住宅竊盜,1050625,10~12,台北市大安區敦安里信義路四段181~210號,25.033616,121.550768,大安區,105,41,43,6
310,956,住宅竊盜,1050626,01~03,台北市大安區通化里信義路4段378巷1 ~ 30號,25.0325329,121.5556591,大安區,105,39,43,6
311,957,住宅竊盜,1050628,16~18,台北市內湖區民權東路6段90巷5弄1 ~ 30號,25.0684753,121.5862348,內湖區,105,11,0,6
312,958,住宅竊盜,1050629,10~12,台北市中正區富水里汀州路三段60巷2弄1~30號,25.015206,121.530709,中正區,105,11,67,6
313,959,住宅竊盜,1050629,10~12,台北市士林區三玉里忠誠路2段21巷1 ~ 30號,25.10979,121.5322665,士林區,105,24,6,6
314,960,住宅竊盜,1050629,13~15,台北市萬華區西園路二段241~270號,25.0264692,121.4934782,萬華區,105,28,6,6
315,961,住宅竊盜,1050629,16~18,台北市士林區天母里15鄰天玉街81巷1~30號,25.1227941,121.530999,士林區,105,21,0,6
316,962,住宅竊盜,1050630,16~18,台北市南港區舊莊里合順街8巷5弄1~30號,25.0418951,121.6186633,南港區,105,10,2,6
317,963,住宅竊盜,1050630,22~24,台北市中山區吉林路433項31 ~ 60號,25.067065,121.5322013,中山區,105,34,215,6
318,964,住宅竊盜,1050701,01~03,台北市信義區大道里忠孝東路五段790巷62弄1~30號,25.0410807,121.5832758,信義區,105,21,1,7
319,965,住宅竊盜,1050701,04~06,台北市萬華區寶興街188巷1~30號,25.0229819,121.4955327,萬華區,105,21,8,7
320,966,住宅竊盜,1050701,10~12,台北市萬華區大理街31 ~ 60號,25.0346823,121.5020786,萬華區,105,34,54,7
321,967,住宅竊盜,1050701,13~15,台北市士林區菁山里9鄰菁山路99巷1~30號,25.1469696,121.552308,士林區,105,3,7,7
322,968,住宅竊盜,1050702,07~09,台北市內湖區東湖路113巷1~30號,25.0690878,121.6152815,內湖區,105,18,3,7
323,969,住宅竊盜,1050702,13~15,台北市大同區隆和里伊寧街61 ~ 90號,25.064691,121.510791,大同區,105,15,319,7
324,970,住宅竊盜,1050703,04~06,台北市大同區雙連里錦西街52巷1~30號,25.060083,121.519999,大同區,105,37,252,7
325,971,住宅竊盜,1050704,10~12,台北市北投區大興街24巷5弄1 ~ 30號,25.1291782,121.4988901,北投區,105,11,92,7
326,973,住宅竊盜,1050704,10~12,台北市萬華區長順街91 ~ 120號,25.0317376,121.4902484,萬華區,105,16,6,7
327,972,住宅竊盜,1050704,10~12,台北市萬華區長順街,25.0313487,121.4907441,萬華區,105,17,6,7
